CaseNum,Price,CaseName,KCC,"Architecture/PV
(kW)","Grid/Energy Purchased
(kWh)",Architecture/G1500,Architecture/1kWh LI,"Cost/COE
($)"
1.3MWe,24,DesMoinesIA,dfa,24069.308777767477,40215.1640625,13,72448,0.154619038105011
1.3MWe,24,DetroitMI,dfa,39336.1357744711,39560.55078125,14,68592,0.17311522364616394
1.3MWe,24,EielsonAFB,dfc,54942.799619420446,32615.357421875,25,222172,0.394153892993927
1.3MWe,24,Everglades,am,67307.92832660429,36266.359375,15,78416,0.2214767187833786
1.3MWe,24,Flagstaff,dsb,68306.39178189244,41779.2734375,5,80621,0.18725252151489258
1.3MWe,24,GreatFallsMT,bsk,33994.82707685937,40534.72265625,13,70051,0.16430719196796417
1.3MWe,24,Hilo,af,51779.18383799627,33935.60546875,13,82770,0.19936718046665192
1.3MWe,24,IdahoFalls,dfb,38373.77696663394,44499.375,12,114519,0.21235455572605133
1.3MWe,24,JacksonMS,cfa,84563.25505846487,34317.71875,6,115768,0.2476363480091095
1.3MWe,24,Kauai,cfb,27817.75353696919,38475.50390625,8,72665,0.14053522050380707
1.3MWe,24,KootenaiCountyID,dsb,96630.68942590014,35750.50390625,20,140097,0.3407752215862274
1.3MWe,24,LancasterPA,dfa,102086.24962374198,42908.2734375,11,96866,0.2683844268321991
1.3MWe,24,LaredoTX,bsh,29944.10741874527,36072.8046875,9,91888,0.16697855293750763
1.3MWe,24,LincolnNE,dfa,24894.78913178751,45521.5859375,10,79225,0.15139922499656677
1.3MWe,24,LittleRockAR,cfa,76590.09677515972,39817.0859375,10,98759,0.23524700105190277
1.3MWe,24,Longview,csb,59205.114631949094,33260.82421875,20.0,183736,0.3403445780277252
1.3MWe,24,LosAlamosNM,dfb,73548.88942041766,41234.85546875,4,82233,0.19158850610256195
1.3MWe,24,MarlintonWV,cfb,90865.51772890695,35958.30859375,9,102116,0.25247421860694885
1.3MWe,24,MedfordOR,csa,120717.9839462844,30999.298828125,6,175485,0.35438892245292664
1.3MWe,24,MemphisTN,cfa,44693.151768086864,48161.41015625,16,73510,0.19244426488876343
1.3MWe,24,Miami,af,35249.0311156127,40417.08203125,3,76824,0.1351248323917389
1.3MWe,24,MobileAL,cfa,96477.9217378756,30918.357421875,7,97503,0.24695783853530884
1.3MWe,24,MoscowID,csb,65515.174151072235,39940.9140625,15,119442,0.2621317207813263
1.3MWe,24,NOLA,cfa,66953.41521420552,48319.3828125,15,76847,0.21948839724063873
1.3MWe,24,NeahBay,cfb,82917.74543430221,31808.61328125,13,82325,0.23714414238929749
1.3MWe,24,OKCity,cfa,28216.69808725329,44987.57421875,10,75736,0.15183965861797333
1.3MWe,24,ORNL,cfa,103180.18482544675,38621.1875,8,107058,0.26899245381355286
1.3MWe,24,PhoenixAZ,bwh,51016.77511612191,41094.94921875,5,79938,0.1652974784374237
1.3MWe,24,PrescottAZ,csa,51550.68706181079,41430.3671875,6,80428,0.17025016248226166
1.3MWe,24,Pueblo,bsk,45031.874888840015,52944.43359375,11,75557,0.1761370301246643
1.3MWe,24,RaleighNC,cfa,88747.56240321633,45388.41796875,8,88991,0.23245584964752197
1.3MWe,24,RapidCitySD,bsk,26676.96928262682,34905.11328125,13,81393,0.16712112724781036
1.3MWe,24,ReddingCA,csa,76800.8,39548.12109375,9,140971,0.27578890323638916
1.3MWe,24,RichmondVA,cfa,90004.06556657839,42169.609375,9,108356,0.25797194242477417
1.3MWe,24,Sacramento,csa,53036.78477464079,43559.03515625,12,118647,0.23466049134731293
1.3MWe,24,SouthBendIN,dfa,37685.426567071954,43174.1953125,13,68776,0.16751962900161743
1.3MWe,24,Syracuse,dfb,76010.09331507875,37388.22265625,12,77212,0.21957539021968842
1.3MWe,24,TexasOil,bsh,21210.043927071485,39307.81640625,9,68814,0.13219062983989716
1.3MWe,24,UPMich,dfb,48434.39965890957,41108.17578125,14,67607,0.1832728087902069
1.3MWe,24,VegasNV,bwh,43391.11696115809,37279.20703125,6,82918,0.1627977341413498
1.3MWe,24,WadenaMN,dfa,20263.427547398744,39471.37109375,12,75487,0.14932909607887268
1.3MWe,24,YumaAZ,bwh,47038.791440790046,42154.24609375,4,83027,0.1598702222108841
1.3MWe,30,Anchorage,dfc,74155.1948328888,28556.705078125,29,219143,0.4297022223472595
1.3MWe,30,Ashland,dfb,41900.91100466824,38093.79296875,20,77266,0.2080516517162323
1.3MWe,30,AtlantaGA,cfa,97274.03167527051,38872.15625,5,99770,0.24286282062530518
1.3MWe,30,BangorME,dfb,74919.92175641347,49105.00390625,16,122470,0.2807663679122925
1.3MWe,30,BendOre,bsk,44937.23241185619,48870.5703125,14,110595,0.22398588061332703
1.3MWe,30,BentonCountyOregon,csb,59924.994211182435,41638.30078125,16,136822,0.277271032333374
1.3MWe,30,BirminghamAL,cfa,96096.56399791893,31622.845703125,5,117848,0.2602297067642212
1.3MWe,30,BismarckND,dfb,25686.520289660366,43698.02734375,11,73484,0.15022049844264984
1.3MWe,30,BlaineCountyMontana,bsk,20575.617380006082,42292.27734375,11,85855,0.15684619545936584
1.3MWe,30,BoiseID,bsk,63526.36887950872,44556.11328125,13,107992,0.24028509855270386
1.3MWe,30,BrewsterMA,dfb,22776.43237088699,39743.9609375,13,70413,0.15096226334571838
1.3MWe,30,BurlingtonVT,dfa,77518.47087132988,45759.27734375,14,146425,0.3013738691806793
1.3MWe,30,Buttonwillow,bwk,76800.8,30232.04296875,10,138292,0.2767595946788788
1.3MWe,30,CarsonCityNV,bsk,76800.8,43616.6484375,12,144466,0.2908715009689331
1.3MWe,30,CheyenneWY,bsk,33377.26280294143,32280.98046875,7,66720,0.13739416003227234
1.3MWe,30,Chicago,dfa,45914.69229155727,41734.58984375,14,68484,0.18116837739944458
1.3MWe,30,CoalvilleUT,dfb,59955.73863826881,47111.48046875,14,115189,0.24721719324588776
1.3MWe,30,ColumbiaMO,cfa,54310.461069124285,45050.69921875,14,80094,0.2036232352256775
1.3MWe,30,ColumbusOH,dfa,67045.81169535033,46142.015625,16,84748,0.2316923588514328
1.3MWe,30,CrestedButteCO,dfc,69745.08923623033,49739.171875,10,83069,0.21060967445373535
1.3MWe,30,DesMoinesIA,dfa,24069.308777767477,40215.1640625,13,72448,0.15468798577785492
1.3MWe,30,DetroitMI,dfa,39353.339412252215,39574.734375,14,68569,0.1731795370578766
1.3MWe,30,EielsonAFB,dfc,54108.440398017985,32198.19140625,25,223710,0.39475953578948975
1.3MWe,30,Everglades,am,67744.96583942314,36083.96875,15,77941,0.22157931327819824
1.3MWe,30,Flagstaff,dsb,68047.98117042104,41200.16796875,5,81004,0.18739651143550873
1.3MWe,30,GreatFallsMT,bsk,33922.19644356959,40387.6640625,13,70130,0.1643701046705246
1.3MWe,30,Hilo,af,51464.46012574808,33833.23046875,13,83069,0.1993558704853058
1.3MWe,30,IdahoFalls,dfb,39483.449939323014,42796.109375,12,113130,0.212330162525177
1.3MWe,30,JacksonMS,cfa,87730.97946174111,31457.869140625,6,112055,0.24768316745758057
1.3MWe,30,Kauai,cfb,27940.812819776133,37959.9140625,8,72623,0.14070101082324982
1.3MWe,30,KootenaiCountyID,dsb,96540.15997364694,35984.43359375,20,140058,0.34069010615348816
1.3MWe,30,LancasterPA,dfa,100689.82311066004,43059.21875,11,98495,0.26844677329063416
1.3MWe,30,LaredoTX,bsh,30660.229855135007,36726.09375,9,91263,0.16726021468639374
1.3MWe,30,LincolnNE,dfa,24758.488351366985,45371.59765625,10,79431,0.15151678025722504
1.3MWe,30,LittleRockAR,cfa,76025.41074392715,40066.3984375,10,99254,0.23513688147068024
1.3MWe,30,Longview,csb,59205.114631949094,33260.82421875,20.0,183736,0.3404015898704529
1.3MWe,30,LosAlamosNM,dfb,73504.86136892655,41175.57421875,4,82287,0.19166892766952515
1.3MWe,30,MarlintonWV,cfb,91070.05869574608,36048.234375,9,101916,0.25257521867752075
1.3MWe,30,MedfordOR,csa,120886.51929177057,31051.193359375,6,175183,0.3543151021003723
1.3MWe,30,MemphisTN,cfa,44536.856210787286,47885.25390625,16,73702,0.19253338873386383
1.3MWe,30,Miami,af,34892.88456222776,39661.1953125,3,77215,0.13515859842300415
1.3MWe,30,MobileAL,cfa,95195.6760838669,30198.654296875,5,106316,0.24707256257534027
1.3MWe,30,MoscowID,csb,64753.812057402116,40770.59375,15,120275,0.2621411085128784
1.3MWe,30,NOLA,cfa,67109.46927015996,48700.6796875,15,76689,0.21960534155368805
1.3MWe,30,NeahBay,cfb,83067.3210581471,31647.970703125,13,82154,0.23719927668571472
1.3MWe,30,OKCity,cfa,27897.725761003974,44726.14453125,10,76150,0.15194372832775116
1.3MWe,30,ORNL,cfa,102918.01587902932,38396.5859375,8,107392,0.26908940076828003
1.3MWe,30,PhoenixAZ,bwh,51316.59438378479,41006.8203125,5,79573,0.16535522043704987
1.3MWe,30,PrescottAZ,csa,51461.98699040518,41553.59375,6,80500,0.17028997838497162
1.3MWe,30,Pueblo,bsk,44201.56295417524,51836.08203125,11,76556,0.17624159157276154
1.3MWe,30,RaleighNC,cfa,88978.0330144031,45502.53125,8,88713,0.2325262725353241
1.3MWe,30,RapidCitySD,bsk,26425.54792454828,35150.44921875,13,81683,0.167171448469162
1.3MWe,30,ReddingCA,csa,76800.8,39575.51953125,9,140952,0.2758373022079468
1.3MWe,30,RichmondVA,cfa,89881.44849143438,42368.4609375,9,108465,0.2580121159553528
1.3MWe,30,Sacramento,csa,52568.806858651114,43385.37109375,12,119224,0.23476792871952057
1.3MWe,30,SouthBendIN,dfa,37375.56669804529,43423.96875,13,69148,0.1676074117422104
1.3MWe,30,Syracuse,dfb,75885.84913994726,36680.26953125,12,77419,0.21969936788082123
1.3MWe,30,TexasOil,bsh,21314.44703369412,39552.6171875,9,68621,0.1321847140789032
1.3MWe,30,UPMich,dfb,48207.137543576195,41328.66796875,14,67824,0.18329451978206635
1.3MWe,30,VegasNV,bwh,43417.41488689636,36405.73828125,6,82897,0.16286949813365936
1.3MWe,30,WadenaMN,dfa,20268.784804017665,39505.234375,12,75461,0.1493799090385437
1.3MWe,30,YumaAZ,bwh,47053.39096391366,42155.4609375,4,83014,0.15994572639465332
1.3MWe,6,Anchorage,dfc,76800.8,5108567.0,19,133926,0.3147043287754059
1.3MWe,6,Ashland,dfb,37496.707345122675,3765135.0,14,59675,0.16772419214248657
1.3MWe,6,AtlantaGA,cfa,86075.45323730742,6029592.5,2,70303,0.1970125138759613
1.3MWe,6,BangorME,dfb,61531.12970946358,5329904.0,8,98841,0.21813705563545227
1.3MWe,6,BendOre,bsk,33961.242753309765,4771930.0,12,74011,0.17252220213413239
1.3MWe,6,BentonCountyOregon,csb,43498.861826532804,5498198.5,11,96869,0.20556539297103882
1.3MWe,6,BirminghamAL,cfa,81328.7883014142,5994505.0,3,81125,0.20620600879192352
1.3MWe,6,BismarckND,dfb,16533.462219638248,3655172.25,9,50949,0.11377735435962677
1.3MWe,6,BlaineCountyMontana,bsk,17466.621698302544,3679389.25,9,54444,0.11861467361450195
1.3MWe,6,BoiseID,bsk,46321.88638643423,5360301.0,9,75091,0.17849859595298767
1.3MWe,6,BrewsterMA,dfb,16754.379716222134,2902867.5,11,54228,0.12374820560216904
1.3MWe,6,BurlingtonVT,dfa,64941.886250152405,5469356.5,8,105103,0.2290961891412735
1.3MWe,6,Buttonwillow,bwk,51766.462310727526,5859494.5,8,90088,0.1979122906923294
1.3MWe,6,CarsonCityNV,bsk,41251.09469228303,5775357.5,9,110049,0.20946945250034332
1.3MWe,6,CheyenneWY,bsk,23973.991976329136,3384573.5,8,47648,0.11522318422794342
1.3MWe,6,Chicago,dfa,40208.55697287887,3235323.5,11,51242,0.15000727772712708
1.3MWe,6,CoalvilleUT,dfb,39243.364930949865,5369605.5,11,82025,0.18461927771568298
1.3MWe,6,ColumbiaMO,cfa,45232.41830938779,4409125.5,10,60181,0.16373933851718903
1.3MWe,6,ColumbusOH,dfa,59689.43489777266,4192720.75,12,58332,0.18675698339939117
1.3MWe,6,CrestedButteCO,dfc,54015.39063856901,5415104.0,6,61357,0.1623663455247879
1.3MWe,6,DesMoinesIA,dfa,18296.35943641524,3572300.0,10,52270,0.12095937132835388
1.3MWe,6,DetroitMI,dfa,33650.592375096756,3333986.5,11,52234,0.14315596222877502
1.3MWe,6,EielsonAFB,dfc,58218.131085901136,4650072.5,18,132490,0.28582367300987244
1.3MWe,6,Everglades,am,58905.852323344174,3814943.75,12,57419,0.18418918550014496
1.3MWe,6,Flagstaff,dsb,54995.20776725193,5670038.5,3,58759,0.14995014667510986
1.3MWe,6,GreatFallsMT,bsk,31794.233988109805,3788246.5,9,52713,0.13459274172782898
1.3MWe,6,Hilo,af,27689.861465615562,4188774.5,13,66132,0.15936090052127838
1.3MWe,6,IdahoFalls,dfb,22086.079276987206,4943119.5,10,84901,0.1620417982339859
1.3MWe,6,JacksonMS,cfa,72102.14759615102,6112985.0,2,87134,0.19756945967674255
1.3MWe,6,Kauai,cfb,18171.755327542134,3910406.0,7,51171,0.1089068278670311
1.3MWe,6,KootenaiCountyID,dsb,58677.151934215435,5787149.5,11,116548,0.24524474143981934
1.3MWe,6,LancasterPA,dfa,69173.93973306354,5603049.0,5,94828,0.21246345341205597
1.3MWe,6,LaredoTX,bsh,23244.545161276157,4249827.5,8,56898,0.12546856701374054
1.3MWe,6,LincolnNE,dfa,16440.065838702907,3667463.75,9,51600,0.11436183005571365
1.3MWe,6,LittleRockAR,cfa,57660.40826244673,5726280.0,4,88638,0.18830075860023499
1.3MWe,6,Longview,csb,54459.6322293584,5600976.5,14,110136,0.244385227560997
1.3MWe,6,LosAlamosNM,dfb,57412.0913703363,5704153.0,3,62147,0.15651744604110718
1.3MWe,6,MarlintonWV,cfb,75760.38163556284,5656197.0,6,75281,0.20401643216609955
1.3MWe,6,MedfordOR,csa,85628.04527622522,6105014.5,4,116849,0.25274622440338135
1.3MWe,6,MemphisTN,cfa,38557.65681887781,3693334.5,12,55419,0.15691085159778595
1.3MWe,6,Miami,af,28336.921422560434,5832527.5,2,58010,0.11293424665927887
1.3MWe,6,MobileAL,cfa,80868.41595099129,5858391.5,3,74047,0.19801093637943268
1.3MWe,6,MoscowID,csb,50171.37501061951,5396407.0,10,83089,0.1954207420349121
1.3MWe,6,NOLA,cfa,55598.2440823707,3837107.0,12,59329,0.18216755986213684
1.3MWe,6,NeahBay,cfb,72293.70590374125,4839872.0,8,60812,0.1908215433359146
1.3MWe,6,OKCity,cfa,15923.088562534598,3710190.5,9,52559,0.11480145901441574
1.3MWe,6,ORNL,cfa,61126.4903590055,6177078.5,3,102546,0.2040664106607437
1.3MWe,6,PhoenixAZ,bwh,41113.717286055624,5896848.5,3,58630,0.13315463066101074
1.3MWe,6,PrescottAZ,csa,42748.516064488176,5759601.5,3,59142,0.135471910238266
1.3MWe,6,Pueblo,bsk,36866.85503848782,4615789.5,8,57309,0.1432734876871109
1.3MWe,6,RaleighNC,cfa,78230.2104908411,5496196.0,5,61857,0.18898674845695496
1.3MWe,6,RapidCitySD,bsk,18055.579370041592,3902394.25,10,59325,0.1285984069108963
1.3MWe,6,ReddingCA,csa,43004.93992215546,6220237.5,5,115066,0.20251509547233582
1.3MWe,6,RichmondVA,cfa,79894.96176040998,5719097.0,5,70730,0.20067346096038818
1.3MWe,6,Sacramento,csa,32775.31787671546,5707730.5,7,93654,0.1742812544107437
1.3MWe,6,SouthBendIN,dfa,32711.026071099695,3306629.0,11,49359,0.13895435631275177
1.3MWe,6,Syracuse,dfb,65976.40809151124,4863611.5,8,58121,0.18028925359249115
1.3MWe,6,TexasOil,bsh,14611.443635487922,4104589.75,7,49555,0.10317692905664444
1.3MWe,6,UPMich,dfb,43145.92735129545,3476247.0,11,49106,0.15179915726184845
1.3MWe,6,VegasNV,bwh,28984.103687507755,5524351.5,5,61121,0.1277785748243332
1.3MWe,6,WadenaMN,dfa,17883.45588994777,3594086.5,9,51198,0.11560148000717163
1.3MWe,6,YumaAZ,bwh,37010.29471515411,5900801.5,3,60090,0.12965455651283264
2.6MWe,12,Anchorage,dfc,51260.488144429495,12587906.0,5,66206,0.1941358894109726
2.6MWe,12,Ashland,dfb,31857.00086705025,7956376.0,9,33291,0.13517838716506958
2.6MWe,12,AtlantaGA,cfa,53323.7495335892,12503425.0,,47365,0.15781396627426147
2.6MWe,12,BangorME,dfb,51088.173894079875,11771956.0,3,48532,0.16512203216552734
2.6MWe,12,BendOre,bsk,26260.76440885104,11341762.0,4,38063,0.1260031908750534
2.6MWe,12,BentonCountyOregon,csb,32760.530621344726,12346711.0,4,47586,0.14736369252204895
2.6MWe,12,BirminghamAL,cfa,49919.978388618576,12590798.0,,52370,0.15915222465991974
2.6MWe,12,BismarckND,dfb,12187.024506737205,7794064.0,6,24834,0.09029369801282883
2.6MWe,12,BlaineCountyMontana,bsk,12972.440994656732,7831688.0,6,25004,0.09156548976898193
2.6MWe,12,BoiseID,bsk,24878.150430504436,11956856.0,4,37615,0.12593777477741241
2.6MWe,12,BrewsterMA,dfb,11829.490793956305,6057225.5,8,30195,0.09705512225627899
2.6MWe,12,BurlingtonVT,dfa,52304.411193106156,12000300.0,3,50108,0.16903753578662872
2.6MWe,12,Buttonwillow,bwk,23576.21070098708,12838127.0,2,46471,0.1290474832057953
2.6MWe,12,CarsonCityNV,bsk,24754.061401898933,12636591.0,4,47455,0.1383880376815796
2.6MWe,12,CheyenneWY,bsk,13942.325302349102,6518064.0,7,30627,0.09789922088384628
2.6MWe,12,Chicago,dfa,16986.738973484575,6095731.0,11,33827,0.11865027248859406
2.6MWe,12,CoalvilleUT,dfb,26305.754212166194,12044252.0,4,36378,0.12670040130615234
2.6MWe,12,ColumbiaMO,cfa,30607.288419631604,9059074.0,7,35670,0.13234597444534302
2.6MWe,12,ColumbusOH,dfa,42887.38528559337,9104543.0,7,36457,0.14842070639133453
2.6MWe,12,CrestedButteCO,dfc,36898.08636184776,11918346.0,2.0,37459,0.13285574316978455
2.6MWe,12,DesMoinesIA,dfa,14175.528747236667,7423283.0,7.0,26110,0.09657560288906097
2.6MWe,12,DetroitMI,dfa,24488.956220798726,6481251.5,9,28408,0.115972138941288
2.6MWe,12,EielsonAFB,dfc,44055.879262701965,10546689.0,9,60164,0.18710695207118988
2.6MWe,12,Everglades,am,42930.30510160203,7635793.0,9,35036,0.14950710535049438
2.6MWe,12,Flagstaff,dsb,31033.00350714846,11027331.0,3,34763,0.12355974316596985
2.6MWe,12,GreatFallsMT,bsk,21583.657389358323,7174527.0,8,28479,0.11107629537582397
2.6MWe,12,Hilo,af,17054.732717590767,8262139.5,11,31177,0.123395636677742
2.6MWe,12,IdahoFalls,dfb,19223.857780019094,10366295.0,6,35268,0.118649423122406
2.6MWe,12,JacksonMS,cfa,46468.24069110211,12671702.0,,52258,0.15507292747497559
2.6MWe,12,Kauai,cfb,9100.020481880149,7323089.5,7,22565,0.08629798144102097
2.6MWe,12,KootenaiCountyID,dsb,34897.20659555713,12945434.0,3,55387,0.156416118144989
2.6MWe,12,LancasterPA,dfa,54035.272778143524,11027515.0,4,43936,0.16516073048114777
2.6MWe,12,LaredoTX,bsh,10754.712185265027,8457587.0,7.0,25915,0.09571649879217148
2.6MWe,12,LincolnNE,dfa,12429.508194165226,7776861.0,6,26048,0.09180004149675369
2.6MWe,12,LittleRockAR,cfa,42106.206566875575,10484455.0,5,40163,0.14848794043064117
2.6MWe,12,Longview,csb,44301.232502451254,12943155.0,3,56528,0.1691390573978424
2.6MWe,12,LosAlamosNM,dfb,34487.35937966758,10597220.0,4,35974,0.1313725858926773
2.6MWe,12,MarlintonWV,cfb,59066.71328415217,11803437.0,3,41151,0.16731370985507965
2.6MWe,12,MedfordOR,csa,28155.257816004934,13293067.0,2,60294,0.15066058933734894
2.6MWe,12,MemphisTN,cfa,29492.530280787883,7752412.5,8,33199,0.12769806385040283
2.6MWe,12,Miami,af,17854.41331618679,9704472.0,4,33801,0.10560955107212067
2.6MWe,12,MobileAL,cfa,48859.913514324886,12568716.0,,52132,0.15753401815891266
2.6MWe,12,MoscowID,csb,38951.52800375317,11899761.0,4,36668,0.14205282926559448
2.6MWe,12,NOLA,cfa,43179.598658109266,7995264.5,8,35267,0.14750364422798157
2.6MWe,12,NeahBay,cfb,48573.07668618272,9353451.0,7,37615,0.15745966136455536
2.6MWe,12,OKCity,cfa,10983.207827564534,7969750.5,6,26255,0.09090244770050049
2.6MWe,12,ORNL,cfa,43565.989845992546,12752916.0,,51633,0.15113449096679688
2.6MWe,12,PhoenixAZ,bwh,25643.33145220901,12376249.0,1.0,36138,0.11544422060251236
2.6MWe,12,PrescottAZ,csa,25633.528981888354,12305902.0,1.0,36479,0.11554794013500214
2.6MWe,12,Pueblo,bsk,21950.57108870736,8926332.0,7,33790,0.11929614096879959
2.6MWe,12,RaleighNC,cfa,47672.31631001234,10950007.0,4.0,38676,0.15159299969673157
2.6MWe,12,RapidCitySD,bsk,15556.028757819007,8458974.0,6,28311,0.10034148395061493
2.6MWe,12,ReddingCA,csa,23515.17167757992,13119599.0,1,53980,0.1339966356754303
2.6MWe,12,RichmondVA,cfa,48291.34130862897,12655779.0,,52437,0.15744619071483612
2.6MWe,12,Sacramento,csa,21699.900756016894,12346651.0,3,36916,0.11886108666658401
2.6MWe,12,SouthBendIN,dfa,21627.441142214993,6503669.0,9,29342,0.11351034045219421
2.6MWe,12,Syracuse,dfb,45493.6232876248,9775295.0,6,36857,0.1505456417798996
2.6MWe,12,TexasOil,bsh,10030.342572006613,7941900.5,6,24678,0.08798813074827194
2.6MWe,12,UPMich,dfb,22755.82642536354,6680847.0,10,33943,0.12408579885959625
2.6MWe,12,VegasNV,bwh,19602.67441410421,11496222.0,3,32355,0.10860899835824966
2.6MWe,12,WadenaMN,dfa,14250.840025284604,7601640.0,6,24950,0.09228970110416412
2.6MWe,12,YumaAZ,bwh,25110.10616867173,12337835.0,1.0,36200,0.11471499502658844
2.6MWe,18,Anchorage,dfc,83472.2260213689,170753.25,29,150451,0.3700718879699707
2.6MWe,18,Ashland,dfb,43347.13069163054,147410.296875,16,72453,0.19011688232421875
2.6MWe,18,AtlantaGA,cfa,93936.57107589173,186663.859375,5,78963,0.21767526865005493
2.6MWe,18,BangorME,dfb,77493.64127810653,186998.84375,9,115595,0.2508387267589569
2.6MWe,18,BendOre,bsk,47315.66204828069,198110.375,12,85125,0.19336625933647156
2.6MWe,18,BentonCountyOregon,csb,69008.61136561405,194936.125,14,109689,0.25319358706474304
2.6MWe,18,BirminghamAL,cfa,95960.44644697347,157462.6875,4,96610,0.234652578830719
2.6MWe,18,BismarckND,dfb,20967.913769852614,183730.65625,9,67514,0.13119491934776306
2.6MWe,18,BlaineCountyMontana,bsk,18820.712900774044,188482.46875,10,69361,0.13430394232273102
2.6MWe,18,BoiseID,bsk,61563.42499841405,217652.484375,10,92168,0.2107565551996231
2.6MWe,18,BrewsterMA,dfb,19661.250731419714,1391090.0,13,50074,0.1327059268951416
2.6MWe,18,BurlingtonVT,dfa,83018.49410439067,191312.640625,10,118397,0.2643553614616394
2.6MWe,18,Buttonwillow,bwk,58628.56646872219,216329.8125,12,108344,0.23158566653728485
2.6MWe,18,CarsonCityNV,bsk,67780.34180492442,228857.453125,11,123301,0.2547300457954407
2.6MWe,18,CheyenneWY,bsk,24638.531202063485,1597808.625,9.0,43893,0.11830876767635345
2.6MWe,18,Chicago,dfa,34114.83108191014,1658105.0,11,70345,0.16543155908584595
2.6MWe,18,CoalvilleUT,dfb,61013.812850073235,238423.953125,8,103740,0.2147122174501419
2.6MWe,18,ColumbiaMO,cfa,45084.16218644544,193336.78125,13,74738,0.1835329383611679
2.6MWe,18,ColumbusOH,dfa,61523.980627141595,209545.5625,13,76435,0.20557071268558502
2.6MWe,18,CrestedButteCO,dfc,65059.764132535965,217479.015625,4,81290,0.18101777136325836
2.6MWe,18,DesMoinesIA,dfa,23221.369507960735,169828.859375,10,67563,0.13773110508918762
2.6MWe,18,DetroitMI,dfa,32259.063357530194,156930.8125,14,62090,0.15817447006702423
2.6MWe,18,EielsonAFB,dfc,75257.19885665123,157531.671875,28,137338,0.34244388341903687
2.6MWe,18,Everglades,am,41408.07095762057,2176821.75,15,83624,0.2060362696647644
2.6MWe,18,Flagstaff,dsb,48389.361527602385,189372.265625,5,77511,0.16023167967796326
2.6MWe,18,GreatFallsMT,bsk,32188.835602680443,191237.140625,12,60214,0.14874808490276337
2.6MWe,18,Hilo,af,41108.55871690592,162476.3125,11,82585,0.17912264168262482
2.6MWe,18,IdahoFalls,dfb,46846.720585210576,176227.203125,12,78476,0.1857358068227768
2.6MWe,18,JacksonMS,cfa,93724.20895348705,162053.375,5,82613,0.22109541296958923
2.6MWe,18,Kauai,cfb,21597.687979839324,206365.8125,7,66812,0.12379992008209229
2.6MWe,18,KootenaiCountyID,dsb,78911.53178162203,215391.015625,16,140120,0.304787814617157
2.6MWe,18,LancasterPA,dfa,77150.51048951944,186211.75,7,114713,0.2419280707836151
2.6MWe,18,LaredoTX,bsh,28680.775466968855,213781.125,8,69985,0.13963790237903595
2.6MWe,18,LincolnNE,dfa,21188.165787176495,183617.21875,9,67341,0.13129493594169617
2.6MWe,18,LittleRockAR,cfa,82259.79390893501,200861.84375,7,76353,0.20824146270751953
2.6MWe,18,Longview,csb,76800.8,188705.546875,14,137037,0.29127997159957886
2.6MWe,18,LosAlamosNM,dfb,57059.01459163675,174022.953125,5,76301,0.1695396453142166
2.6MWe,18,MarlintonWV,cfb,81261.39953262014,148702.359375,11,82996,0.2287895232439041
2.6MWe,18,MedfordOR,csa,106078.28582415482,182459.578125,10,115212,0.2893054187297821
2.6MWe,18,MemphisTN,cfa,41660.09665767729,178493.171875,11,74742,0.1716938316822052
2.6MWe,18,Miami,af,30541.530195342002,174047.96875,3,70731,0.12359261512756348
2.6MWe,18,MobileAL,cfa,96001.0,141843.1875,4,80275,0.21757173538208008
2.6MWe,18,MoscowID,csb,59390.82850545266,167184.875,16,100684,0.2393943965435028
2.6MWe,18,NOLA,cfa,65018.93751381993,158296.09375,10,74508,0.19625496864318848
2.6MWe,18,NeahBay,cfb,81074.7889903297,152749.515625,10,76487,0.2180136889219284
2.6MWe,18,OKCity,cfa,17877.82257401467,188882.296875,9,71066,0.13113370537757874
2.6MWe,18,ORNL,cfa,87486.01522396591,209873.921875,7,89456,0.2283850461244583
2.6MWe,18,PhoenixAZ,bwh,40202.2641914708,210429.125,4,77384,0.14637671411037445
2.6MWe,18,PrescottAZ,csa,38661.74938444136,195317.734375,4,76702,0.1436958611011505
2.6MWe,18,Pueblo,bsk,43139.786007432696,203601.375,8,69696,0.15703752636909485
2.6MWe,18,RaleighNC,cfa,81076.0292609902,194557.3125,6,80216,0.2070092409849167
2.6MWe,18,RapidCitySD,bsk,23788.178779370584,163608.21875,11,70018,0.1447298526763916
2.6MWe,18,ReddingCA,csa,83104.09504963292,215155.5,9,101241,0.24289166927337646
2.6MWe,18,RichmondVA,cfa,94721.53788131004,195020.625,6,83824,0.22753950953483582
2.6MWe,18,Sacramento,csa,61583.94879038449,229386.234375,7,93267,0.20064502954483032
2.6MWe,18,SouthBendIN,dfa,38221.66145115545,168153.234375,11,62132,0.15425686538219452
2.6MWe,18,Syracuse,dfb,69822.98520659041,137418.53125,10,77115,0.20476780831813812
2.6MWe,18,TexasOil,bsh,19247.585072469312,168801.0,7,65077,0.11891894787549973
2.6MWe,18,UPMich,dfb,34967.940924828625,2065852.625,11,73643,0.1720196157693863
2.6MWe,18,VegasNV,bwh,35973.39049235738,236651.484375,4,74892,0.13871663808822632
2.6MWe,18,WadenaMN,dfa,20900.695006939466,205811.03125,11,59961,0.13090895116329193
2.6MWe,18,YumaAZ,bwh,40000.4166666664,194366.15625,3,80000,0.14502570033073425
